"order","productcode","productgroup","productsummary","description","eutr"
"PE","48051200","Paper","Other uncoated unworked in rolls/sheets","STRAW FLUTING PAPER, IN ROLLS OF A WIDTH > 36 CM, WEIGHING >= 130 G/M-?",1
"PE","48051910","Paper","Other uncoated unworked in rolls/sheets","WELLENSTOFF, UNCOATED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE",1
"PE","48051990","Paper","Other uncoated unworked in rolls/sheets","FLUTING PAPER, UNCOATED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE (EXCL. SEMI-CHEMICAL FLUTING PAPER, STRAW FLUTING PAPER AND WELLENSTOFF)",1
"PE","48052100","Paper","Other uncoated unworked in rolls/sheets","MULTI-PLY PAPER AND PAPERBOARD, UNCOATED, IN ROLLS OR SHEETS AS SPECIFIED IN NOTE 7A OR 7B TO CHAPTER 48, EACH PLY BLEACHED, N.E.S.",1
"PE","48052210","Paper","Other uncoated unworked in rolls/sheets","MULTI-PLY TEST LINER, UNCOATED, IN ROLLS OR SHEETS AS SPECIFIED IN NOTE 7A OR 7B TO CHAPTER 48, WITH ONLY ONE BLEACHED OUTER PLY",1
"PE","48052290","Paper","Other uncoated unworked in rolls/sheets","MULTI-PLY PAPER AND PAPERBOARD, UNCOATED, IN ROLLS OR SHEETS AS SPECIFIED IN NOTE 7A OR 7B TO CHAPTER 48, WITH ONLY ONE BLEACHED OUTER PLY, N.E.S. (EXCL. TEST LINER)",1
"PE","48052300","Paper","Other uncoated unworked in rolls/sheets","MULTI-PLY PAPER AND PAPERBOARD, UNCOATED, IN ROLLS OR SHEETS AS SPECIFIED IN NOTE 7A OR 7B TO CHAPTER 48, WITH THREE OR MORE PLIES, OF WHICH ONLY THE TWO OUTER PLIES ARE BLEACHED, N.E.S.",1
"PE","48052400","Paper","Other uncoated unworked in rolls/sheets","TESTLINER ""RECYCLED LINER BOARD"", UNCOATED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE, WEIGHING <= 150 G/M-?",1
"PE","48052500","Paper","Other uncoated unworked in rolls/sheets","TESTLINER ""RECYCLED LINER BOARD"", UNCOATED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE, WEIGHING > 150 G/M-?",1
"PE","48052910","Paper","Other uncoated unworked in rolls/sheets","MULTI-PLY TEST LINER, UNCOATED, IN ROLLS OR SHEETS AS SPECIFIED IN NOTE 7A OR 7B TO CHAPTER 48",1
"PE","48052990","Paper","Other uncoated unworked in rolls/sheets","MULTI-PLY PAPER AND PAPERBOARD, UNCOATED, IN ROLLS OR SHEETS AS SPECIFIED IN NOTE 7A OR 7B TO CHAPTER 48, N.E.S. (EXCL. TEST LINER)",1
"PE","48053000","Paper","Other uncoated unworked in rolls/sheets","SULPHITE WRAPPING PAPER, UNCOATED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE",1
"PE","48053010","Paper","Other uncoated unworked in rolls/sheets","SULPHITE WRAPPING PAPER, UNCOATED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE, WEIGHING < 30 G/M-?",1
"PE","48053090","Paper","Other uncoated unworked in rolls/sheets","SULPHITE WRAPPING PAPER, UNCOATED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE, WEIGHING >= 30 G/M-?",1
"PE","48054000","Paper","Other uncoated unworked in rolls/sheets","FILTER PAPER AND PAPERBOARD, IN ROLLS OR SHEETS AS SPECIFIED IN NOTE 7A OR 7B TO CHAPTER 48",1
"PE","48055000","Paper","Other uncoated unworked in rolls/sheets","FELT PAPER AND PAPERBOARD, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE",1
"PE","48056010","Paper","Other uncoated unworked in rolls/sheets","STRAWPAPER AND STRAWBOARD, NOT SURFACE-COATED, IN ROLLS OF A WIDTH OF 50CM-270CM, WEIGHING 150G/M-? OR LESS",1
"PE","48056020","Paper","Other uncoated unworked in rolls/sheets","WELLENSTOFF FOR CORRUGATED PAPER AND BOARD, UNCOATED, IN ROLLS OF A WIDTH OF 50 TO 270 CM, WEIGHING =< 150 G PER M-?",1
"PE","48056040","Paper","Other uncoated unworked in rolls/sheets","TESTLINER FOR CORRUGATED PAPER AND BOARD, UNCOATED, IN ROLLS OF A WIDTH OF 50 TO 270 CM, WEIGHING =< 150 G PER M-?",1
"PE","48056060","Paper","Other uncoated unworked in rolls/sheets","PAPER AND PAPERBOARD FOR CORRUGATED PAPER AND BOARD, UNCOATED, IN ROLLS OF A WIDTH OF 50 TO 270 CM, WEIGHING =< 150 G PER M-? (EXCL. WELLENSTOFF AND TESTLINER)",1
"PE","48056090","Paper","Other uncoated unworked in rolls/sheets","PAPER AND BOARD, NOT SURFACE-COATED, IN ROLLS OR SHEETS, OF A TYPE SPECIFIED IN ADDITIONAL NOTES 7A) OR 7B) TO CHAPTER 48, OF A WEIGHT OF 150G/M-? OR LESS, N.E.S. (EXCL. STRAWPAPER AND STRAWBOARD AND PAPER AND PAPERBOARD FOR CORRUGATED PAPER AND PAPERBOAR",1
"PE","48057011","Paper","Other uncoated unworked in rolls/sheets","TESTLINER FOR CORRUGATED PAPER AND BOARD, UNCOATED, IN ROLLS OF A WIDTH OF 50 TO 270 CM, WEIGHING > 150 G BUT < 225 G PER M-? [01/01/1988-31/12/1993: TEST LINER FOR CORRUGATED PAPER AND PAPERBOARD, UNCOATED, IN ROLLS OR SHEETS AS SPECIFIED IN NOTE 7A OR 7",1
"PE","48057019","Paper","Other uncoated unworked in rolls/sheets","PAPER AND PAPERBOARD FOR CORRUGATED PAPER AND BOARD, UNCOATED, IN ROLLS OF A WIDTH OF 50 TO 270 CM, WEIGHING > 150 G BUT < 225 G PER M-? (EXCL. TESTLINER) [01/01/1988-31/12/1993: PAPER AND PAPERBOARD FOR CORRUGATED PAPER AND PAPERBOARD, UNCOATED, IN ROLLS",1
"PE","48057090","Paper","Other uncoated unworked in rolls/sheets","PAPER AND PAPERBOARD, UNCOATED, IN ROLLS OR SHEETS AS SPECIFIED IN NOTE 7A OR 7B TO CHAPTER 48, WEIGHING > 150 G TO < 225 G PER M-?, N.E.S. (EXCL. THAT FOR CORRUGATED PAPER AND PAPERBOARD)",1
"PE","48058011","Paper","Other uncoated unworked in rolls/sheets","TEST LINER MADE FROM WASTEPAPER, UNCOATED, IN ROLLS OR SHEETS AS SPECIFIED IN NOTE 7A OR 7B TO CHAPTER 48, WEIGHING >= 225 G PER M-?",1
"PE","48058019","Paper","Other uncoated unworked in rolls/sheets","7PAPER AND PAPERBOARD MADE FROM WASTEPAPER, UNCOATED, IN ROLLS OR SHEETS AS SPECIFIED IN NOTE 7A OR 7B TO CHAPTER 48, WEIGHING >= 225 G PER M-?, N.E.S. (EXCL. TEST LINER)",1
"PE","48058090","Paper","Other uncoated unworked in rolls/sheets","PAPER AND PAPERBOARD, UNCOATED, IN ROLLS OR SHEETS AS SPECIFIED IN NOTE 7A OR 7B TO CHAPTER 48, WEIGHING >= 225 G PER M-?, N.E.S. (EXCL. THAT OF WASTEPAPER)",1
"PE","48059100","Paper","Other uncoated unworked in rolls/sheets","PAPER AND PAPERBOARD, UNCOATED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE, WEIGHING <= 150 G/M-?, N.E.S.",1
"PE","48059110","Paper","Other uncoated unworked in rolls/sheets","MULTI-PLY PAPER AND PAPERBOARD, UNCOATED, IN STRIPS OR ROLLS OF A WIDTH > 36 CM OR IN RECTANGULAR 'INCL. SQUARE' SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE, N.E.S. (EXCL. FLUTING PAPER AND TESTLINER)",1
"PE","48059191","Paper","Other uncoated unworked in rolls/sheets","PAPER AND PAPERBOARD FOR CORRUGATED PAPER AND PAPERBOARD, UNCOATED, IN ROLLS OF A WIDTH OF 50 CM TO 270 CM, WEIGHING <= 150 G/M-? (EXCL. KRAFTLINER OF SUBHEADING 4804.11, FLUTING PAPER, TESTLINER AND MULTI-PLY PAPER AND PAPERBOARD)",1
"PE","48059199","Paper","Other uncoated unworked in rolls/sheets","PAPER AND BOARD, NOT SURFACE-COATED, IN STRIPS OR ROLLS OF A WIDTH > 36 CM OR IN RECTANGULAR 'INCL. SQUARE' SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE, OF A WEIGHT OF 150 G/M-? OR LESS, N.E.S.",1
"PE","48059200","Paper","Other uncoated unworked in rolls/sheets","PAPER AND PAPERBOARD, UNCOATED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE, WEIGHING > 150 G TO < 225 G/M-?, N.E.S.",1
"PE","48059210","Paper","Other uncoated unworked in rolls/sheets","MULTI-PLY PAPER AND PAPERBOARD, UNCOATED, IN STRIPS OR ROLLS OF A WIDTH > 36 CM OR IN RECTANGULAR 'INCL. SQUARE' SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE, WEIGHING > 150 G BUT < 225 G/M-? (EXCL. FLUTING PAPER AND TESTL",1
"PE","48059291","Paper","Other uncoated unworked in rolls/sheets","PAPER AND PAPERBOARD FOR CORRUGATED PAPER AND PAPERBOARD, UNCOATED, IN ROLLS OF A WIDTH OF 50 CM TO 270 CM, WEIGHING > 150 G BUT < 225 G/M-? (EXCL. KRAFTLINER OF SUBHEADING 4804.11, FLUTING PAPER, TESTLINER AND MULTI-PLY PAPER AND PAPERBOARD)",1
"PE","48059299","Paper","Other uncoated unworked in rolls/sheets","PAPER AND PAPERBOARD, UNCOATED, IN STRIPS OR ROLLS OF A WIDTH > 36 CM OR IN RECTANGULAR 'INCL. SQUARE' SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE, WEIGHING > 150 G TO < 225 G/M-?, N.E.S.",1
"PE","48059310","Paper","Other uncoated unworked in rolls/sheets","MULTI-PLY PAPER AND PAPERBOARD, UNCOATED, IN STRIPS OR ROLLS OF A WIDTH > 36 CM OR IN RECTANGULAR 'INCL. SQUARE' SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE, WEIGHING >= 225 G/M-? (EXCL. FLUTING PAPER AND TESTLINER)",1
"PE","48059320","Paper","Other uncoated unworked in rolls/sheets","PAPER AND PAPERBOARD MADE FROM RECOVERED PAPER, UNCOATED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE, WEIGHING >= 225 G/M-?, N.E.S.",1
"PE","48059380","Paper","Other uncoated unworked in rolls/sheets","PAPER AND PAPERBOARD, UNCOATED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE, WEIGHING >= 225 G/M-?, N.E.S.",1
"PE","48059391","Paper","Other uncoated unworked in rolls/sheets","PAPER AND PAPERBOARD MADE FROM WASTEPAPER, UNCOATED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE, WEIGHING >= 225 G/M-?, N.E.S.",1
"PE","48059399","Paper","Other uncoated unworked in rolls/sheets","PAPER AND PAPERBOARD, UNCOATED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE, WEIGHING >= 225 G/M-?, N.E.S.",1
"PF","48101110","Paper","Kaolin coated","PAPER AND PAPERBOARD USED AS A BASE FOR PHOTO-SENSITIVE, HEAT-SENSITIVE OR ELECTRO-SENSITIVE PAPER OR PAPERBOARD (EXCL. CONTAINING MECHANICALLY PROCESSED FIBRES OR =< 10 % MECHANICALLY PROCESSED FIBRES BY WEIGHT IN RELATION TO THE TOTAL FIBRE CONTENT), CO",1
"PF","48101191","Paper","Kaolin coated","PAPER AND PAPERBOARD FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, NOT CONTAINING MECHANICALLY PROCESSED FIBRES OR CONTAINING =< 10% MECHANICALLY PROCESSED FIBRES BY WEIGHT IN RELATION TO THE TOTAL FIBRE CONTENT, COATED ON ONE OR BOTH SIDES WITH KAOLIN",1
"PF","48101199","Paper","Kaolin coated","PAPER AND PAPERBOARD FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, NOT CONTAINING MECHANICALLY PROCESSED FIBRES OR CONTAINING =< 10% MECHANICALLY PROCESSED FIBRES BY WEIGHT IN RELATION TO THE TOTAL FIBRE CONTENT, COATED ON ONE OR BOTH SIDES WITH KAOLIN",1
"PF","48101200","Paper","Kaolin coated","PAPER AND PAPERBOARD FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, NOT CONTAINING MECHANICALLY PROCESSED FIBRES OR CONTAINING =< 10 % MECHANICALLY PROCESSED FIBRES BY WEIGHT IN RELATION TO THE TOTAL FIBRE CONTENT, COATED ON ONE OR BOTH SIDES WITH KAOLI",1
"PF","48101300","Paper","Kaolin coated","PAPER AND PAPERBOARD USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, NOT CONTAINING FIBRES OBTAINED BY A MECHANICAL OR CHEMI-MECHANICAL PROCESS OR OF WHICH <= 10% BY WEIGHT OF THE TOTAL FIBRE CONTENT CONSISTS OF SUCH FIBRES, COATED ON ONE OR BOTH SI",1
"PF","48101311","Paper","Kaolin coated","PAPER AND PAPERBOARD USED AS A BASE FOR PHOTO-SENSITIVE, HEAT-SENSITIVE OR ELECTRO-SENSITIVE PAPER OR PAPERBOARD, NOT CONTAINING FIBRES OBTAINED BY A MECHANICAL OR CHEMI-MECHANICAL PROCESS OR OF WHICH <= 10% BY WEIGHT OF THE TOTAL FIBRE CONTENT CONSISTS O",1
"PF","48101319","Paper","Kaolin coated","PAPER AND PAPERBOARD USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, NOT CONTAINING FIBRES OBTAINED BY A MECHANICAL OR CHEMI-MECHANICAL PROCESS OR OF WHICH <= 10% BY WEIGHT OF THE TOTAL FIBRE CONTENT CONSISTS OF SUCH FIBRES, COATED ON ONE OR BOTH SI",1
"PF","48101320","Paper","Kaolin coated","PAPER AND PAPERBOARD USED AS A BASE FOR PHOTOSENSITIVE, HEAT-SENSITIVE OR ELECTROSENSITIVE PAPER OR PAPERBOARD, NOT CONTAINING FIBRES OBTAINED BY A MECHANICAL OR CHEMI-MECHANICAL PROCESS OR OF WHICH <= 10% BY WEIGHT OF THE TOTAL FIBRE CONTENT CONSISTS OF",1
"PF","48101380","Paper","Kaolin coated","PAPER AND PAPERBOARD USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, NOT CONTAINING FIBRES OBTAINED BY A MECHANICAL OR CHEMI-MECHANICAL PROCESS OR OF WHICH <= 10% BY WEIGHT OF THE TOTAL FIBRE CONTENT CONSISTS OF SUCH FIBRES, COATED ON ONE OR BOTH SI",1
"PF","48101391","Paper","Kaolin coated","PAPER AND PAPERBOARD USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, NOT CONTAINING FIBRES OBTAINED BY A MECHANICAL OR CHEMI-MECHANICAL PROCESS OR OF WHICH <= 10% BY WEIGHT OF THE TOTAL FIBRE CONTENT CONSISTS OF SUCH FIBRES, COATED ON ONE OR BOTH SI",1
"PF","48101399","Paper","Kaolin coated","PAPER AND PAPERBOARD USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, NOT CONTAINING FIBRES OBTAINED BY A MECHANICAL OR CHEMI-MECHANICAL PROCESS OR OF WHICH <= 10% BY WEIGHT OF THE TOTAL FIBRE CONTENT CONSISTS OF SUCH FIBRES, COATED ON ONE OR BOTH SI",1
"PF","48101400","Paper","Kaolin coated","PAPER AND PAPERBOARD USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, NOT CONTAINING FIBRES OBTAINED BY A MECHANICAL OR CHEMI-MECHANICAL PROCESS OR OF WHICH <= 10% BY WEIGHT OF THE TOTAL FIBRE CONTENT CONSISTS OF SUCH FIBRES, COATED ON ONE OR BOTH SI",1
"PF","48101411","Paper","Kaolin coated","PAPER AND PAPERBOARD USED AS A BASE FOR PHOTO-SENSITIVE, HEAT-SENSITIVE OR ELECTRO-SENSITIVE PAPER OR PAPERBOARD, NOT CONTAINING FIBRES OBTAINED BY A MECHANICAL OR CHEMI-MECHANICAL PROCESS OR OF WHICH <= 10% BY WEIGHT OF THE TOTAL FIBRE CONTENT CONSISTS O",1
"PF","48101419","Paper","Kaolin coated","PAPER AND PAPERBOARD USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, NOT CONTAINING FIBRES OBTAINED BY A MECHANICAL OR CHEMI-MECHANICAL PROCESS OR OF WHICH <= 10% BY WEIGHT OF THE TOTAL FIBRE CONTENT CONSISTS OF SUCH FIBRES, COATED ON ONE OR BOTH SI",1
"PF","48101420","Paper","Kaolin coated","PAPER AND PAPERBOARD USED AS A BASE FOR PHOTOSENSITIVE, HEAT-SENSITIVE OR ELECTROSENSITIVE PAPER OR PAPERBOARD, NOT CONTAINING FIBRES OBTAINED BY A MECHANICAL OR CHEMI-MECHANICAL PROCESS OR OF WHICH <= 10% BY WEIGHT OF THE TOTAL FIBRE CONTENT CONSISTS OF",1
"PF","48101480","Paper","Kaolin coated","PAPER AND PAPERBOARD USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, NOT CONTAINING FIBRES OBTAINED BY A MECHANICAL OR CHEMI-MECHANICAL PROCESS OR OF WHICH <= 10% BY WEIGHT OF THE TOTAL FIBRE CONTENT CONSISTS OF SUCH FIBRES, COATED ON ONE OR BOTH SI",1
"PF","48101491","Paper","Kaolin coated","PAPER AND PAPERBOARD USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, NOT CONTAINING FIBRES OBTAINED BY A MECHANICAL OR CHEMI-MECHANICAL PROCESS OR OF WHICH <= 10% BY WEIGHT OF THE TOTAL FIBRE CONTENT CONSISTS OF SUCH FIBRES, COATED ON ONE OR BOTH SI",1
"PF","48101499","Paper","Kaolin coated","PAPER AND PAPERBOARD USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, NOT CONTAINING FIBRES OBTAINED BY A MECHANICAL OR CHEMI-MECHANICAL PROCESS OR OF WHICH <= 10% BY WEIGHT OF THE TOTAL FIBRE CONTENT CONSISTS OF SUCH FIBRES, COATED ON ONE OR BOTH SI",1
"PF","48101900","Paper","Kaolin coated","PAPER AND PAPERBOARD USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, NOT CONTAINING FIBRES OBTAINED BY A MECHANICAL OR CHEMI-MECHANICAL PROCESS OR OF WHICH <= 10% BY WEIGHT OF THE TOTAL FIBRE CONTENT CONSISTS OF SUCH FIBRES, COATED ON ONE OR BOTH SI",1
"PF","48101910","Paper","Kaolin coated","PAPER AND PAPERBOARD USED AS A BASE FOR PHOTOSENSITIVE, HEAT-SENSITIVE OR ELECTROSENSITIVE PAPER OR PAPERBOARD, NOT CONTAINING FIBRES OBTAINED BY A MECHANICAL OR CHEMI-MECHANICAL PROCESS OR OF WHICH <= 10% BY WEIGHT OF THE TOTAL FIBRE CONTENT CONSISTS OF",1
"PF","48101990","Paper","Kaolin coated","PAPER AND PAPERBOARD USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, NOT CONTAINING FIBRES OBTAINED BY A MECHANICAL OR CHEMI-MECHANICAL PROCESS OR OF WHICH <= 10% BY WEIGHT OF THE TOTAL FIBRE CONTENT CONSISTS OF SUCH FIBRES, COATED ON ONE OR BOTH SI",1
"PF","48102100","Paper","Kaolin coated","LIGHTWEIGHT COATED PAPER FOR WRITING OR OTHER GRAPHIC PURPOSES, CONTAINING > 10 % MECHANICALLY PROCESSED FIBRES BY WEIGHT IN RELATION TO THE TOTAL FIBRE CONTENT, COATED ON ONE OR BOTH SIDES WITH KAOLIN OR OTHER INORGANIC SUBSTANCES, IN ROLLS OR SHEETS AS",1
"PF","48102200","Paper","Kaolin coated","LIGHTWEIGHT COATED PAPER USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, TOTAL WEIGHT <= 72 G/M-?, COATING WEIGHT <= 15 G/M-? PER SIDE, ON A BASE OF WHICH >= 50% BY WEIGHT OF THE TOTAL FIBRE CONTENT CONSISTS OF FIBRES OBTAINED BY A MECHANICAL PROCES",1
"PF","48102210","Paper","Kaolin coated","LIGHTWEIGHT COATED PAPER USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, TOTAL WEIGHT <= 72 G/M-?, COATING WEIGHT <= 15 G/M-? PER SIDE, ON A BASE OF WHICH >= 50% BY WEIGHT OF THE TOTAL FIBRE CONTENT CONSISTS OF FIBRES OBTAINED BY A MECHANICAL PROCES",1
"PF","48102290","Paper","Kaolin coated","LIGHTWEIGHT COATED PAPER USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, TOTAL WEIGHT <= 72 G/M-?, COATING WEIGHT <= 15 G/M-? PER SIDE, ON A BASE OF WHICH >= 50% BY WEIGHT OF THE TOTAL FIBRE CONTENT CONSISTS OF FIBRES OBTAINED BY A MECHANICAL PROCES",1
"PF","48102291","Paper","Kaolin coated","LIGHT-WEIGHT COATED PAPER USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES,  OF WHICH > 10% BY WEIGHT OF THE TOTAL FIBRE CONTENT CONSISTS OF FIBRES OBTAINED BY A MECHANICAL OR CHEMI-MECHANICAL PROCESS, COATED ON ONE OR BOTH SIDES WITH KAOLIN OR OTHER",1
"PF","48102299","Paper","Kaolin coated","LIGHT-WEIGHT COATED PAPER USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES,  OF WHICH > 10% BY WEIGHT OF THE TOTAL FIBRE CONTENT CONSISTS OF FIBRES OBTAINED BY A MECHANICAL OR CHEMI-MECHANICAL PROCESS, COATED ON ONE OR BOTH SIDES WITH KAOLIN OR OTHER",1
"PF","48102911","Paper","Kaolin coated","WALLPAPER BASE, OF WHICH > 10% BY WEIGHT OF THE TOTAL FIBRE CONTENT CONSISTS OF FIBRES OBTAINED BY A MECHANICAL OR CHEMI-MECHANICAL PROCESS, COATED ON ONE OR BOTH SIDES WITH KAOLIN OR OTHER INORGANIC SUBSTANCES, IN ROLLS OF A WIDTH OF > 15 CM (EXCL. LIGHT",1
"PF","48102919","Paper","Kaolin coated","PAPER AND PAPERBOARD FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, NOT CONTAINING MECHANICALLY PROCESSED FIBRES OR CONTAINING > 10% MECHANICALLY PROCESSED FIBRES BY WEIGHT IN RELATION TO THE TOTAL FIBRE CONTENT, COATED ON ONE OR BOTH SIDES WITH KAOLIN",1
"PF","48102920","Paper","Kaolin coated","PAPER AND PAPERBOARD USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, OF WHICH > 10% BY WEIGHT OF THE TOTAL FIBRE CONTENT CONSISTS OF FIBRES OBTAINED BY A MECHANICAL OR CHEMI-MECHANICAL PROCESS, COATED ON ONE OR BOTH SIDES WITH KAOLIN OR OTHER INORGA",1
"PF","48102930","Paper","Kaolin coated","PAPER AND PAPERBOARD USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, OF WHICH > 10% BY WEIGHT OF THE TOTAL FIBRE CONTENT CONSISTS OF FIBRES OBTAINED BY A MECHANICAL OR CHEMI-MECHANICAL PROCESS, COATED ON ONE OR BOTH SIDES WITH KAOLIN OR OTHER INORGA",1
"PF","48102980","Paper","Kaolin coated","PAPER AND PAPERBOARD USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, OF WHICH > 10% BY WEIGHT OF THE TOTAL FIBRE CONTENT CONSISTS OF FIBRES OBTAINED BY A MECHANICAL OR CHEMI-MECHANICAL PROCESS, COATED ON ONE OR BOTH SIDES WITH KAOLIN OR OTHER INORGA",1
"PF","48102990","Paper","Kaolin coated","PAPER AND PAPERBOARD FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, CONTAINING > 10 % MECHANICALLY PROCESSED FIBRES BY WEIGHT IN RELATION TO THE TOTAL FIBRE CONTENT, COATED ON ONE OR BOTH SIDES WITH KAOLIN OR OTHER INORGANIC SUBSTANCES, IN SHEETS AS SPE",1
"PF","48102991","Paper","Kaolin coated","PAPER AND PAPERBOARD USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, OF WHICH > 10% BY WEIGHT OF THE TOTAL FIBRE CONTENT CONSISTS OF FIBRES OBTAINED BY A MECHANICAL OR CHEMI-MECHANICAL PROCESS, COATED ON ONE OR BOTH SIDES WITH KAOLIN OR OTHER INORGA",1
"PF","48102999","Paper","Kaolin coated","PAPER AND PAPERBOARD USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, OF WHICH > 10% BY WEIGHT OF THE TOTAL FIBRE CONTENT CONSISTS OF FIBRES OBTAINED BY A MECHANICAL OR CHEMI-MECHANICAL PROCESS, COATED ON ONE OR BOTH SIDES WITH KAOLIN OR OTHER INORGA",1
"PF","48103100","Paper","Kaolin coated","KRAFT PAPER AND PAPERBOARD, BLEACHED UNIFORMLY THROUGHOUT THE MASS AND CONTAINING > 95% CHEMICALLY PROCESSED WOOD FIBRES BY WEIGHT IN RELATION TO THE TOTAL FIBRE CONTENT, COATED ON ONE OR BOTH SIDES WITH KAOLIN OR OTHER INORGANIC SUBSTANCES, IN ROLLS OR I",1
"PF","48103210","Paper","Kaolin coated","KRAFT PAPER AND PAPERBOARD, BLEACHED UNIFORMLY IN THE MASS AND CONTAINING > 95 % CHEMICALLY PROCESSED WOOD FIBRES BY WEIGHT IN RELATION TO THE TOTAL FIBRE CONTENT, COATED ON ONE OR BOTH SIDES WITH KAOLIN, IN ROLLS OR SHEETS AS SPECIFIED IN NOTE 7A OR 7B T",1
"PF","48103290","Paper","Kaolin coated","KRAFT PAPER AND PAPERBOARD, BLEACHED UNIFORMLY THROUGHOUT THE MASS AND CONTAINING > 95% CHEMICALLY PROCESSED WOOD FIBRES BY WEIGHT IN RELATION TO THE TOTAL FIBRE CONTENT, COATED ON ONE OR BOTH SIDES WITH INORGANIC SUBSTANCES, IN ROLLS OR IN SQUARE OR RECT",1
